fen_board,cp_score
r1bqrnk1/1p2bppp/p1p2n2/3p2B1/3P4/2NBPN2/PPQ2PPP/1R3RK1 w - - 0 12,0.0087
r2qkbnr/1pp2p1p/p1np2p1/4p3/B3P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w kq - 0 7,0.0527
rq3rk1/3nppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQR1K1 w - - 7 12,0.0127
rnbqkb1r/pp1p1ppp/5n2/2pp4/Q1P5/2N5/PP2PPPP/R1B1KBNR b KQkq - 1 5,-0.0191
rnbqkb1r/1p3ppp/p2pp3/7n/2BNP3/2N5/PPP2PPP/R1BQ1RK1 w kq - 2 8,0.0591
r2q1rk1/2p1bppp/p2pbn2/np2P3/4P3/1BP1BN2/PP3PPP/RN1QR1K1 w - - 1 12,0.0533
r1bqk2r/2p1bppp/2np1n2/pp2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w kq - 0 9,0.0118
r1bqkbnr/ppp1pppp/3p4/4n3/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,0.0564
rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,-0.0008
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 3,0.0022
r2q1rk1/ppp1ppbp/2np1np1/5b2/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 5 8,0.0482
rnbqk1nr/ppp1bppp/3p4/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq - 3 4,-0.0517
r1bqkbnr/pp2p1pp/2n5/3p1p2/3P4/2PB4/PP3PPP/RNBQK1NR w KQkq - 0 6,0.0126
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N3P1/PPPP1P1P/R1BQKBNR b KQkq - 0 3,-0.0056
r1bqk2r/ppp2ppp/5n2/4n3/2Bp4/5N2/PP1N1PPP/R2Q1RK1 w kq - 0 10,0.0494
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 3,-0.005
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 4,0.0006
r1bqk2r/pp1pppbp/2n2np1/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 5 7,-0.0124
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq - 0 3,-0.0026
rnbqkbnr/pp2pppp/8/2pp4/6P1/8/PPPPPPBP/RNBQK1NR w KQkq - 0 3,-0.0062
r1bqkb1r/pp2pppp/2np1n2/8/3NP1Q1/2N5/PPP2PPP/R1B1KB1R b KQkq - 1 6,-0.1354
rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/3Q4/PP2PPPP/RNB1KBNR b KQkq - 1 3,-0.0126
rnbqk1nr/ppp2ppp/4p3/3p3Q/1b1PP3/2N5/PPP2PPP/R1B1KBNR b KQkq - 3 4,-0.0127
rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,0.0083
rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.0122
r1bqk2r/1pppbppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 0 6,0.0025
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N2P2/PP4PP/R1BQKBNR b KQkq - 0 5,0.0012
rnbqkbnr/pppp1ppp/8/4p3/4P3/7N/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-0.0099
rnbqkbnr/pppp1p1p/6p1/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0193
r2qkbnr/1pp2ppp/p1np4/4p3/B3P1b1/5N2/PPPP1PPP/RNB1QRK1 b kq - 3 6,-0.0164
rnbqk1nr/ppp1bppp/3p4/8/3pP3/5N2/PPP1BPPP/RNBQK2R b KQkq - 1 5,-0.0073
r2qkb1r/pp1bpppp/5nB1/n2p4/Q2P1B2/2P5/PP3PPP/RN2K1NR b KQkq - 8 9,-0.1341
r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2N4P/PPP1BPP1/R1BQK2R b KQkq - 0 7,0.0008
rnbq3r/ppp1bkpp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKB1R w KQ - 1 6,0.0012
rnbqkb1r/ppp1pppp/8/3n4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 4,0.0003
r2qkb1r/p2b1ppp/4pn2/np1p4/3P1B2/2PB1N2/PPQ2PPP/RN2K2R w KQkq - 0 11,0.0153
rnbqkb1r/pp1ppppp/7n/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.0159
rn1q1rk1/4ppbp/b2p1np1/2pP4/N7/5NP1/PP2PPBP/R1BQK2R b KQ - 4 10,0.0
r1bq1rk1/pp1pppbp/2n2np1/5N2/2B1P3/2N1B3/PPP2PPP/R2QK2R b KQ - 7 8,-0.0446
r1bqkb1r/2pp1ppp/ppn2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,0.0194
rn1q1rk1/4ppbp/b2p1np1/2pP4/8/1PN2NP1/P3PPBP/R1BQK2R b KQ - 0 10,-0.0163
rnbqkbnr/pp2pppp/8/3p4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 4,-0.0031
r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP1BPPP/RNBQK2R b KQkq - 1 4,-0.0111
1rbqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQk - 1 4,0.0299
rnbqk2r/ppp2ppp/3ppn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5,0.0035
rnbqr1k1/pp3pbp/B2p1np1/2pP4/4P3/2N2N2/PP3PPP/R1BQ1RK1 b - - 7 10,-0.059
r1b1kb1r/pp2pppp/2nq1n2/3p4/3P1B2/2PB4/PP3PPP/RN1QK1NR w KQkq - 3 7,0.0918
2bqk2r/r1p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w k - 1 9,0.0127
rnbqkbnr/pp1ppppp/8/2p5/4P3/7P/PPPP1PP1/RNBQKBNR b KQkq - 0 2,0.0007
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PPQ2PPP/R1B1KB1R b KQkq - 3 8,0.0063
r1bqkb1r/ppp2ppp/n4n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR w KQkq - 2 6,0.0176
rnbqkb1r/ppp1pppp/5n2/3p4/2PP1B2/8/PP2PPPP/RN1QKBNR b KQkq - 2 3,-0.0052
r2q1rk1/3nppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1B1QRK1 b - - 6 11,0.005
rnbqkbnr/pp2pppp/8/3p4/3P4/P7/1PP2PPP/RNBQKBNR b KQkq - 0 4,-0.0033
1rbqkbnr/1pp2ppp/p1np4/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w k - 2 6,0.0124
rnbqkb1r/1p2pppp/p2p4/8/2BNP1n1/2N5/PPP2PPP/R1BQK2R w KQkq - 2 7,0.0187
rnbqkbnr/pppp1ppp/8/4p3/4P3/5Q2/PPPP1PPP/RNB1KBNR b KQkq - 1 2,-0.0086
r3kb1r/pp1b1ppp/1q1Bpn2/n2p4/3P4/2PB1N2/PPQ2PPP/RN2K2R b KQkq - 3 11,-0.0526
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/3B1N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-0.0105
r1b1kbnr/ppqp1ppp/2n1p3/3N4/3NP3/8/PPP2PPP/R1BQKB1R b KQkq - 3 6,-0.0267
rn1qk2r/4ppbp/b2p2p1/2pn4/8/2N2NP1/PP2PPBP/R1BQK2R w KQkq - 0 10,0.0442
rnbqkbnr/p1p2ppp/1p6/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 0 5,0.0226
rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/4P3/PP2NPPP/R1BQKBNR b KQkq - 1 6,-0.0104
r1bq1rk1/pp1nbppp/2p2n2/1N1p2B1/3P4/3BP3/PPQ2PPP/R3K1NR b KQ - 4 9,-0.0474
rn2kb1r/1b2qppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 w kq - 4 10,0.029
r2qkbnr/1pp2pp1/p1np4/4p2p/B3P1b1/7P/PPPP1PPN/RNBQ1RK1 b kq - 1 7,-0.0876
rn1qkb1r/ppp1pppp/8/3n4/3PP1b1/8/PP3PPP/RNBQKBNR w KQkq - 1 5,0.0485
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PPP3/5N2/PP3PPP/RNBQKB1R b KQkq - 0 4,-0.0119
rnbq1rk1/ppppbppp/4pn2/8/2PP4/P1N5/1PQ1PPPP/R1B1KBNR w KQ - 1 6,0.0121
rnbq1b1r/pppkpppp/8/3n4/3PP3/8/PP3PPP/RNBQKBNR w KQ - 1 5,0.0654
rnbq1b1r/ppp2kpp/3p1n2/8/4P3/3B4/PPPP1PPP/RNBQK2R b KQ - 1 5,-0.0145
rnbqkb1r/ppp2ppp/3p1n2/4N3/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq - 1 4,-0.0361
r1bq1rk1/ppp1ppbp/2np1np1/6B1/2PPP3/2N2P2/PP4PP/R2QKBNR b KQ - 4 7,0.0007
r2q1rk1/3nppbp/b2p1np1/2pP2N1/8/2N3P1/PP2PPBP/R1BQ1RK1 b - - 6 11,0.0051
rnbqkb1r/pppp1ppp/5n2/8/2BpP3/8/PPP1KPPP/RNBQ2NR b kq - 1 4,-0.0258
r2qkb1r/pp2pppp/5n2/n2p4/3P1B2/2PB3b/PPQ2PPP/RN2K1NR w KQkq - 9 10,0.0551
r1bqkb1r/pp2pppp/5n2/n2p4/3P1B2/2PB4/PP3PPP/RN1QK1NR w KQkq - 3 7,0.0118
rnbqkb1r/pp1npppp/2p5/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 1 5,0.0183
rnbqkbnr/p3pppp/3p4/1pp5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.0262
rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N5/PP2KPPP/R1BQ1BNR b kq - 1 7,-0.0177
r1bqkbnr/pppppppp/2n5/8/P3P3/8/1PPP1PPP/RNBQKBNR b KQkq - 0 2,-0.0048
rnbqkb1r/pp1p1ppp/4pn1B/2pP4/2P5/8/PP2PPPP/RN1QKBNR b KQkq - 1 4,-0.0444
r2qkbnr/1pp2ppp/p1np4/4p3/B3P1b1/5N2/PPPPQPPP/RNB2RK1 b kq - 3 6,-0.0279
r1bqkbnr/ppp1pppp/2np4/8/3PP1Q1/8/PPP2PPP/RNB1KBNR b KQkq - 1 3,-0.1334
rnbqk2r/ppp1ppbp/3p1np1/8/Q1PPP3/2N5/PP3PPP/R1B1KBNR b KQkq - 1 5,-0.0009
rn1qkb1r/3ppppp/5n2/2pP4/8/2Nb4/PP2PPPP/R1BQKBNR w KQkq - 2 7,0.0678
r1bqkbnr/ppp1pp1p/3p2p1/4n3/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,0.0584
rnbqkb1r/ppp2ppp/5n2/3p4/3PN3/8/PP2PPPP/R1BQKBNR b KQkq - 1 5,-0.0564
rnbqkb1r/pppp1ppp/8/3n4/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq - 2 5,0.0554
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N5/PP1BPPPP/R2QKBNR b KQkq - 3 4,-0.0056
rnb1kb1r/ppp1pppp/5n2/3q4/3P4/8/PP2PPPP/RNBQKBNR w KQkq - 0 4,0.0137
rnbqkbnr/ppp2ppp/8/8/2ppP3/4BN2/PP3PPP/RN1QKB1R b KQkq - 1 5,-0.0605
r2qkb1r/pp2pppp/2n2n2/3p4/1P1P1Bb1/2PB4/P4PPP/RN1QK1NR b KQkq - 0 7,-0.0977
rnbqkbnr/pppp1ppp/4p3/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,0.0176
r2q1rk1/2p1bppp/p2p1n2/1p2P1B1/4P1b1/1nP2N2/PP3PPP/RN1QR1K1 b - - 1 12,-0.0339
rnbqkb1r/1p3ppp/p1Nppn2/8/2B1P3/2N5/PPP2PPP/R1BQK2R b KQkq - 1 7,-0.052
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0.0028
rn1qkb1r/4pppp/3p1n2/1bpP4/8/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 8,0.067
rnbqkb1r/pppp1ppp/5n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-0.0078
r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 5,-0.0004
rnbqkb1r/ppp2ppp/2Np1n2/8/4P3/8/PPPP1PPP/RNBQKB1R b KQkq - 1 4,-0.0426
rnbqkb1r/pppp1ppp/4p3/8/2PPn3/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,0.0116
rnbq1b1r/ppp2kpp/3p1n2/8/2B1P3/8/PPPP1PPP/RNBQK2R b KQ - 1 5,-0.0165
rnb1kbnr/ppp2ppp/3qp3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 4,0.0115
rnbqkbnr/pp1pppp1/2p4p/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0122
rnbqkb1r/pppp1ppp/3n4/8/2BQ4/5N2/PPP1KPPP/RNB4R b kq - 2 6,-0.0236
rnbqk2r/ppp2ppp/7n/8/2BpP3/5N2/PP1N1PPP/R2QK2R w KQkq - 1 8,0.0098
rn1qkb1r/ppp1pppp/5n2/3P4/3P2b1/8/PP2PPPP/RNBQKBNR w KQkq - 1 4,0.0231
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/4B3/PPP2PPP/RN1QKB1R b KQkq - 2 5,-0.01
r4rk1/3nppbp/b2p1np1/1qpP4/8/2N2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.0988
rn1qkb1r/3ppppp/b4n2/2pP4/8/8/PP1BPPPP/RN1QKBNR b KQkq - 1 6,-0.0082
r1bqk2r/2p1bppp/p1np1n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQR1K1 b kq - 0 8,0.0
rnbqk2r/pp1pppbp/5np1/2p5/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5,0.0137
rnbqkb1r/ppp2ppp/4pn2/3p4/2PPN3/8/PP2PPPP/R1BQKBNR b KQkq - 3 4,-0.0616
rnb2rk1/pp1q1pbp/3p1np1/2pP4/4P3/2N2N2/PP2BPPP/R1BQ1RK1 w - - 6 10,0.018
rnbqk1nr/p1p1bppp/1p1p4/8/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 0 6,0.0522
rnbqkb1r/p2ppppp/8/1PpP4/6n1/8/PP2PPPP/RNBQKBNR w KQkq - 1 5,0.031
rn1qkb1r/ppp1pppp/7n/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR w KQkq - 1 4,0.0032
rnbqkb1r/pppp1ppp/3n4/8/2BQ4/1P3N2/P1P2PPP/RNB1K2R b KQkq - 0 6,-0.0151
rnbqkb1r/pppp1ppp/3n4/6N1/2BQ4/8/PPP2PPP/RNB1K2R b KQkq - 2 6,-0.0224
rn1qkbnr/pp2pppp/2p5/3p4/2P3b1/2N5/PP1PPPBP/R1BQK1NR b KQkq - 1 4,-0.0252
r1bqk2r/2ppbppp/p1n2n2/1p2p3/B3P3/N4N2/PPPP1PPP/R1BQR1K1 b kq - 1 7,-0.0393
rnbqkb1r/pp1p1ppp/5n2/2pp4/N1P5/8/PP2PPPP/R1BQKBNR b KQkq - 1 5,-0.024
rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5P2/PP2P1PP/RNBQKBNR b KQkq - 0 3,-0.0119
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/4P3/PP2NPPP/R1BQKBNR b KQkq - 2 5,-0.0088
rnbqk2r/pp1pppbp/2p2np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 5,0.0175
rnb1kb1r/2q2ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQ1RK1 w kq - 2 9,0.0087
rnbqkbnr/pp1ppppp/8/2p4Q/4P3/8/PPPP1PPP/RNB1KBNR b KQkq - 1 2,-0.0076
rnbqkb1r/pp1ppppp/5n2/2p5/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq - 0 3,-0.0151
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0079
rnbq1rk1/ppp1ppbp/3p1np1/8/2PPP3/P1N2P2/1P4PP/R1BQKBNR b KQ - 0 6,-0.0019
rnbqkbnr/p1pppppp/1p6/8/6P1/8/PPPPPP1P/RNBQKBNR w KQkq - 0 2,0.0004
rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0076
rnbqkb1r/5ppp/p2ppn2/1p6/2BNP1Q1/2N5/PPP2PPP/R1B2RK1 b kq - 1 8,-0.1346
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P2N/8/PPPP1PPP/RNBQK2R b KQkq - 1 4,-0.057
r1bq1rk1/1pp2pbp/p1nppnp1/8/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 9,0.0076
rnbqkb1r/3ppppp/p4n2/1PpP4/8/6P1/PP2PP1P/RNBQKBNR b KQkq - 0 5,-0.0095
r1b1kbnr/ppqp1ppp/4p3/n7/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 4 7,0.0217
r1bqkb1r/pp1npppp/2p2n2/3p4/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 1 5,0.0051
rnbqkb1r/1p2pppp/p2p1n2/4P3/3N4/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6,-0.0152
r1bq1rk1/pp1nbppp/2p2n2/3p2B1/3P4/2NBP3/PPQ2PPP/2R1K1NR b K - 4 9,-0.0008
rnb1kbnr/ppppqppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.0182
r1bqkbnr/pp2pppp/2n5/3p4/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,0.0112
rn1qkb1r/pp1b1ppp/2p2n2/3p2B1/3P4/2N5/PPQ1PPPP/R3KBNR w KQkq - 2 7,0.007
r1bqrnk1/pp2bp1p/2p2np1/3p2B1/3P4/2NBPN2/PP3PPP/1R1Q1RK1 b - - 1 12,-0.0033
r1b1kbnr/1pqp1ppp/p1n1p3/7B/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq - 1 7,-0.0124
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PPB2/2N5/PPP2PPP/R2QKBNR b KQkq - 3 4,-0.0113
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N2Q2/PPP2PPP/R1B1KBNR b KQkq - 3 4,-0.0018
rnbqkbr1/pppp1ppp/5n2/4p3/4PP2/2N5/PPPP2PP/R1BQKBNR w KQq - 1 4,0.0531
r1b1kbnr/pppp1ppp/2n5/1B2p1q1/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,0.1341
r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPPQPPP/RNB1K2R b KQkq - 1 4,-0.0437
r1bqk2r/ppp2ppp/2n5/4P3/2Bp2n1/5N2/PP1N1PPP/R2Q1RK1 w kq - 1 10,0.0093
rn1qkb1r/pp2pppp/5n2/3p1b1Q/3P4/2N1P3/PP3PPP/R1B1KBNR b KQkq - 1 6,-0.1328
r1bqkb1r/5ppp/p1nppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQ1RK1 w kq - 2 9,0.0489
rnbqk2r/ppppppbp/5np1/8/2PP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 3 4,-0.0016
rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,0.0019
rn1qkbnr/pp2pppp/2p5/3p4/2P3b1/7N/PP1PPPBP/RNBQK2R b KQkq - 1 4,-0.0282
r2q1rk1/3nppbp/b2p1np1/2pP4/6P1/2N2N2/PP2PPBP/R1BQ1RK1 b - - 0 11,-0.0148
r1bqk2r/1pp2ppp/p1n5/4P3/2Bp2n1/5N1P/PP1N1PP1/R2Q1RK1 w kq - 0 11,0.0437
r2qkb1r/pp1bpppp/5n2/n2p4/Q2P1B2/2PB4/PP3PPP/RN3KNR b kq - 8 9,-0.1328
rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0142
rnbqkbnr/ppp2ppp/8/8/2ppP3/5N1P/PP3PP1/RNBQKB1R b KQkq - 0 5,-0.0332
rnbqk1nr/ppp1bppp/3p4/8/2BpP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 1 5,-0.0428
rnbqkb1r/pppppp1p/5np1/8/2PP4/4B3/PP2PPPP/RN1QKBNR b KQkq - 1 3,-0.0062
rn1qkbnr/pp2pppp/2p5/3P4/3P2b1/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,0.0542
r2q1rk1/2p1bppp/p2p1n2/1p2P3/3NP1b1/1nP1B3/PP3PPP/RN1QR1K1 b - - 1 12,-0.0978
r1bq1rk1/ppp1ppbp/3p1np1/8/2PnP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 0 8,0.0387
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,0.0112
rn1qkb1r/1b3ppp/p2ppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 b kq - 3 9,0.0025
rnbq1rk1/pppp1ppp/4pnQ1/8/1bPP4/2N5/PP2PPPP/R1B1KBNR b KQ - 5 5,-0.1387
r2q1rk1/3nppbp/b2p1np1/2pP4/8/2N2NP1/PP1BPPBP/R2Q1RK1 b - - 6 11,0.0028
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N5/PPQ1PPPP/3RKBNR b Kkq - 3 7,-0.0029
r1b1kb1r/1pqpnppp/p1n1p3/8/3NPB2/2N5/PPP1BPPP/R2QK2R b KQkq - 3 8,-0.0544
r1bqk1nr/pppnbppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 2 6,-0.0051
r1bqk2r/pp1nbppp/2p2n2/3p2B1/3P4/2N1P3/PP1Q1PPP/R3KBNR b KQkq - 2 8,-0.0046
rnbqkb1r/ppp1pppp/8/3n4/3P4/4P3/PP3PPP/RNBQKBNR b KQkq - 0 4,0.0006
rnbqkb1r/pppp1ppp/4pn2/8/1PPP4/8/P3PPPP/RNBQKBNR b KQkq - 0 3,-0.0177
rn1qk1nr/pppbbppp/3p4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq - 1 5,0.0219
rn1qkbnr/pp2pppp/2p5/3P1b2/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,0.0161
r2qkbnr/1pp2pp1/p1np4/4p2p/B3P1b1/P4N1P/1PPP1PP1/RNBQ1RK1 b kq - 0 7,-0.0195
rnbqkbnr/pp2pppp/2p5/3p4/6P1/8/PPPPPPBP/RNBQK1NR w KQkq - 0 3,-0.0045
rq3rk1/2p1bppp/p1np1n2/1p2p3/3PP1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 3 11,0.0118
rnbqkb1r/pppp1ppp/5n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,0.0044
rnbqk2r/ppppppbp/5np1/6B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq - 3 4,0.0007
rnbqkbnr/ppp1pp1p/3p2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 2 5,0.0187
rnbqkbnr/ppp1ppp1/8/7p/2pPP3/8/PP3PPP/RNBQKBNR w KQkq - 0 4,0.019
r1bq1rk1/pp1nbppp/2p2n2/3p2B1/3P4/2N1P3/PPQ2PPP/R3KBNR b KQ - 4 9,-0.0034
rnbqkbnr/ppp2p1p/4p3/3p2p1/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 4,0.0205
r1bqk1nr/ppp2ppp/n7/8/1bBpP3/5N2/PP1B1PPP/RN1QK2R w KQkq - 3 7,0.019
r1b1k2r/ppp2ppp/2n2q2/4P3/2Bp2n1/5N1P/PP1N1PP1/R2Q1RK1 w kq - 1 11,0.1397
rnbqk1nr/ppp3pp/5p2/8/2BpP3/5N2/PP1N1PPP/R2QK2R w KQkq - 0 8,0.0293
r1bqk2r/ppp2ppp/2n2n2/8/2BNP3/8/PP1N1PPP/R2Q1RK1 b kq - 0 9,-0.0507
4rrk1/3nppbp/bq1p1np1/2pP4/8/2N2NPP/PP2PPB1/R1BQR1K1 w - - 1 13,0.0132
r1bqkbnr/ppp1pppp/2np4/8/2PPP3/8/PP3PPP/RNBQKBNR b KQkq - 0 3,0.0034
rnbqkb1r/pppp1p1p/5n2/4p1p1/2BPP3/8/PPP2PPP/RNBQK1NR w KQkq - 0 4,0.0537
rnbqkb1r/1pp2ppp/p3pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,0.0221
r2qkb1r/pp2pppp/2n2nB1/3p4/3P1Bb1/2P5/PP3PPP/RN1QK1NR b KQkq - 4 7,-0.1374
rnbqkb1r/ppp1pppp/8/3n4/3P2P1/8/PP2PP1P/RNBQKBNR b KQkq - 0 4,-0.0177
r2qkbnr/ppp1pp1p/2np2p1/3P3b/4P3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,0.0469
rnbqkb1r/p1pp1ppp/1p2pn2/8/1PPP4/5N2/P3PPPP/RNBQKB1R b KQkq - 0 4,-0.0192
r4rk1/3nppbp/bq1p1np1/2pP4/N7/5NP1/PP2PPBP/R1BQR1K1 b - - 8 12,0.0017
rnbqk2r/ppp1nppp/4p3/3pP3/1b1P4/2N5/PPP1KPPP/R1BQ1BNR b kq - 2 5,-0.0182
rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPPB1PPP/RN1QKBNR b KQkq - 1 3,-0.0127
r1bqkbnr/1ppp1p1p/p1n3p1/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,0.0088
rn1qk2r/4ppbp/b2p1np1/2pP2B1/8/2N2NP1/PP2PP1P/R2QKB1R b KQkq - 2 9,0.0043
r1bqkbnr/ppp1pp1p/2np2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.0111
r1b2rk1/1pp1qpbp/p1np1np1/3Pp3/2P1P3/2N1BP2/PP4PP/R1NQKB1R w KQ - 1 10,0.0416
r1b1k2r/ppp2ppp/2n5/4P1q1/2Bp2n1/5N1P/PP1N1PP1/R2Q1RK1 w kq - 1 11,0.1394
r4rk1/3nppbp/bq1p1np1/2pP4/8/2N2NPP/PP2PPB1/R1BQR1K1 b - - 0 12,0.0057
